"employment.farmers","employment.tradesmen","employment.managers","employment.workers","employment.unemployed","employment.middleempl","employment.retired","employment.employrate","employment.income","housing.density","housing.primaryres","housing.houses","housing.owners","housing.council","services.butcher","services.baker","services.postoffice","services.dentist","services.grocery","services.nursery","services.doctor","services.chemist","services.restaurant","environment.building","environment.water","environment.vegetation","environment.agricul"
4.52,3.87,4.52,31.61,18.06,13.55,23.87,89.22,18388.19,115.59,86.92," sup 90%",75.16," inf 5%","0","0","0","0","0","0","0","0","0",1.72120284,0.057605191,20.83684457,75.04800582
2.71,2.56,2.87,33.39,16.85,11.34,30.28,86.58,17985.89,81.17,84.29," inf 90%",61.61," sup 5%","1","1","1 or +","3 or +","1 or +","0","3 or +","2 or +","2",1.009394406,2.482116995,6.104934524,81.04860747
0,5.56,5.56,33.33,11.11,15.56,28.89,92.98,20937.95,108.87,87.18," sup 90%",75.43," inf 5%","0","0","0","0","0","0","0","0","0",1.120666895,0.059405392,15.43435761,79.17490335
3.39,1.69,1.69,42.37,15.25,13.56,22.03,96,19338.77,49.83,95.39," sup 90%",72.8," inf 5%","0","0","0","0","0","0","0","0","1",0.734638305,4.764672048,29.79852231,58.82489041
3.41,5.68,5.12,35.83,13.1,13.07,23.79,91.51,17673.59,98.44,87.7," sup 90%",60.06," sup 5%","0","1","0","0","1 or +","0","0","0","3 or +",1.392977455,1.914916629,19.77475113,75.22041869
1.53,3.67,3.98,37.15,15.54,11.55,26.57,90.45,18885.53,178.35,91.65," sup 90%",72.83," inf 5%","2 or +","2 or +","1 or +","1 to 2","0","0","3 or +","1","2",1.864717246,2.433406073,25.61837891,59.72730279
4.65,6.46,7.25,30.11,14.1,12.79,24.64,92.17,30607.83,74.2,81.46," inf 90%",52.38," inf 5%","0","2 or +","1 or +","1 to 2","1 or +","0","3 or +","1","3 or +",1.63027448,0.311204089,5.023846636,92.0737253
1.51,3.31,2.11,47.89,13.25,6.63,25.3,88.99,20739.32,71.24,79.85," sup 90%",69.44," inf 5%","2 or +","1","1 or +","0","1 or +","0","3 or +","1","1",1.287076286,0.362427078,11.92517929,76.68740135
5.36,8.93,1.79,37.5,12.5,8.93,25,92.99,23255.43,39.77,79.38," sup 90%",46.46," inf 5%","0","0","0","0","0","0","0","0","0",0.955376473,0.152567213,7.611335041,88.23974871
0.11,4.14,7.41,31.26,18.19,13.29,25.6,88.15,23746.36,516.89,94.01," inf 90%",76.42," inf 5%","1","2 or +","1 or +","1 to 2","0","0","1 to 2","2 or +","3 or +",5.174014344,0.240165725,19.31568979,51.84446737
10,0,0,50,3.33,16.67,20,87.21,18425.43,37.95,86.55," sup 90%",89.47," inf 5%","0","0","0","0","0","0","0","0","0",0.532387552,0,22.60783445,75.43708961
9.84,3.28,3.28,34.43,9.84,6.56,32.79,93.06,16909.36,28.07,87.1," sup 90%",74.78," inf 5%","0","0","0","0","0","0","0","0","0",0.595036995,0.021347884,33.97343212,61.16328679
7.69,5.13,5.13,32.05,12.82,6.41,30.77,93.51,19584.23,18.17,80.21," sup 90%",74.68," inf 5%","0","1","0","0","1 or +","0","0","0","0",0.545636374,0.262561758,31.4676517,65.56574775
0,0,4.17,41.67,25,4.17,25,100,18677.47,38.94,84.53," sup 90%",86," inf 5%","0","0","0","0","0","0","0","0","0",0.681279567,3.807588643,15.39027209,76.60766495
0.55,2.93,4.24,25.65,19.11,7.39,40.12,75.08,12187.16,4988.24,75.2," inf 90%",29.16," sup 5%","2 or +","2 or +","1 or +","3 or +","1 or +","0","3 or +","2 or +","3 or +",30.5856119,10.46754376,10.80850481,0
10.71,3.57,7.14,32.14,10.71,3.57,32.14,90.62,17262.82,14.3,91.87," sup 90%",76.79," inf 5%","0","0","0","0","0","0","0","0","0",0.266771705,0.00756082,29.74678299,67.30164028
10.2,2.04,4.08,20.41,18.37,4.08,40.82,89.89,16949.13,24.71,81.89," sup 90%",77.27," inf 5%","0","0","0","0","0","0","0","0","0",0.645062263,0.176360192,22.52268294,74.58497495
5.81,2.33,4.65,31.4,6.98,17.44,31.4,94.06,22389.67,63.29,88.01," sup 90%",82.61," inf 5%","0","0","0","0","0","0","0","0","0",0.641938148,35.27232987,4.108468086,59.60779534
7.06,5.88,3.53,30.59,16.47,8.24,28.24,93.37,22477.55,57.65,85.59," sup 90%",75.8," inf 5%","1","0","0","0","0","0","0","0","0",0.929140624,0.106461206,27.07798558,67.39174013
5.47,4.69,3.13,37.5,11.72,16.41,21.09,88.79,20774.19,102.01,94.92," sup 90%",87.64," inf 5%","0","0","0","0","0","0","0","0","0",1.001554468,0.064629381,27.70018136,68.72557539
5.17,5.17,18.97,22.41,12.07,12.07,24.14,96.6,30685.3,50.33,96.8," sup 90%",79.34," inf 5%","0","0","0","0","0","0","0","0","0",0.636481137,0.091785365,40.85431831,54.30724478
4.55,9.09,22.73,22.73,13.64,0,27.27,100,33056.87,41.88,95.45," sup 90%",92.86," inf 5%","0","0","0","0","0","0","0","0","0",0.722332142,0.10182208,36.72804068,57.29244366
21.43,7.14,0,25,7.14,7.14,32.14,96.97,20387.25,23.7,82.19," sup 90%",70," inf 5%","0","0","0","0","0","0","0","0","2",0.503623968,0.051601664,34.67433053,61.44612853
4.92,4.1,3.28,38.11,13.93,6.97,28.69,91.07,17838.53,26.55,80.52," sup 90%",85.24," inf 5%","0","1","0","0","1 or +","0","1 to 2","0","2",0.415237995,0.084062077,64.81768858,24.71322521
2.4,5.52,6.71,32.61,14.15,15.59,23.02,91.45,23768.39,176.45,95.29," sup 90%",75.67," inf 5%","0","2 or +","1 or +","1 to 2","0","0","3 or +","1","1",1.596085603,0.127440038,24.24542238,67.92475552
5.41,9.46,2.7,31.08,8.11,17.57,25.68,93.37,21144.01,81.78,92.8," sup 90%",66.88," inf 5%","0","0","0","0","0","0","1 to 2","0","1",1.066777193,9.739532523,40.31315708,42.50111062
0.32,3.88,6.8,35.92,15.21,17.15,20.71,90.08,22522.12,271.33,91.9," sup 90%",68.92," inf 5%","1","2 or +","1 or +","1 to 2","0","0","1 to 2","1","2",3.110792947,5.306380864,5.791505694,77.72469417
1.99,5.47,1.49,42.28,12.45,3.98,32.34,86.51,16911.6,79.15,90.13," sup 90%",79.27," inf 5%","1","0","1 or +","0","1 or +","0","0","0","0",1.225142509,0.13658906,18.59152716,79.00804661
1.26,3.15,5.04,38.66,14.5,21.01,16.39,92.64,22182.03,20.47,95.07," sup 90%",77.91," sup 5%","0","1","1 or +","1 to 2","0","0","1 to 2","1","2",0.168853076,0.075226999,90.59999776,2.218308161
7.48,4.49,0,32.93,19.17,11.97,23.95,93.9,17945.98,33.1,88.06," sup 90%",82.09," inf 5%","0","0","0","0","0","0","0","0","0",0.474443632,0.075801001,30.02372635,66.03867599
12,4,4,20,16,4,40,95.45,15187.09,19.78,84.84," sup 90%",70.59," inf 5%","0","0","0","0","0","0","0","0","0",0.553868526,0.142947667,23.00698078,72.91729707
29.03,0,3.23,41.94,6.45,3.23,16.13,93.26,35535.55,36.85,75.47," sup 90%",52.31," inf 5%","0","0","0","0","0","0","0","0","0",0.903459585,0,8.790046379,84.69823388
6.82,9.09,5.68,27.27,13.64,13.64,23.86,88.89,20435.39,68.1,85.43," sup 90%",71.75," inf 5%","0","0","0","0","0","0","0","0","1",1.037670138,4.4021362,24.10998505,62.6295166
0.08,4.66,16.15,26.4,15.68,20.19,16.85,93.1,32431.75,56.61,91.82," sup 90%",75.77," sup 5%","1","2 or +","1 or +","3 or +","1 or +","0","3 or +","2 or +","3 or +",0.396351016,0.211146208,56.97512362,10.07210358
0.72,2.17,2.17,46.38,7.97,11.59,28.99,88.86,28636.86,41.9,76.34," sup 90%",50.33," inf 5%","0","0","0","0","0","0","0","0","2",0.693435755,35.5293992,8.776440018,52.10039421
1.14,3.04,4.94,39.54,11.41,14.2,25.73,90.13,23036.15,29.69,87.73," inf 90%",69.55," sup 5%","2 or +","2 or +","1 or +","1 to 2","0","0","3 or +","1","1",0.375520472,0.122555781,67.19406718,26.51508828
0.79,4.33,3.15,44.88,11.42,9.45,25.98,89.7,21254.49,168.28,94.85," sup 90%",85.17," inf 5%","0","0","0","0","1 or +","0","0","0","2",1.813219101,1.625351917,30.80716588,61.92232047
9.62,5.77,3.85,21.15,9.62,19.23,30.77,91.78,30162.27,77.2,74.23," sup 90%",67.48," inf 5%","0","0","0","0","0","0","0","0","0",1.401238063,0.029143591,12.12960028,82.90222287
9.3,4.65,4.65,18.6,13.95,13.95,34.88,89.81,18350.62,31.98,91.34," sup 90%",83.16," inf 5%","0","0","0","0","0","0","0","0","0",0.569601431,0.089211788,19.62131962,77.72213186
0,0,18.75,31.25,12.5,6.25,31.25,93.18,13783.43,35.98,89.74," sup 90%",82.86," inf 5%","0","0","0","0","0","0","0","0","0",0.655571459,0,27.3132082,68.80434456
3.39,1.69,0,49.15,10.17,8.47,27.12,83.22,14544.84,8.33,83.56," sup 90%",62.3," sup 5%","0","0","0","0","0","0","0","0","0",0.069835987,0.035693844,98.08549336,0
1.33,1.33,4,42.67,26.67,14.67,9.33,94.24,21508.63,70.16,87.59," sup 90%",80," inf 5%","0","0","0","0","0","0","0","0","0",0.910902282,0.127901706,29.14977374,67.350622
3.03,0,3.03,54.55,3.03,18.18,18.18,92.32,19819.39,85.31,90.43," sup 90%",72.73," inf 5%","0","0","0","0","0","0","0","0","0",1.223965041,0.263037769,14.50797373,83.55641256
0.3,4.99,9.56,32.68,12.72,16.19,23.56,91.78,24768.15,314.88,95.72," sup 90%",70.78," sup 5%","2 or +","2 or +","1 or +","3 or +","1 or +","0","3 or +","2 or +","3 or +",3.252113384,9.306945755,18.53051972,56.03423503
0.24,4.03,3.32,41.47,18.72,13.03,19.19,90.05,20526.51,188.8,94.81," inf 90%",69.75," inf 5%","0","1","1 or +","1 to 2","0","0","1 to 2","1","1",1.370679049,23.60513447,9.372663662,56.32555301
0.51,3.06,7.15,32.42,13.77,13.78,29.3,88.1,18857.15,1108.38,83.85," inf 90%",43.36," inf 5%","1","1","1 or +","3 or +","1 or +","0","3 or +","1","3 or +",6.492669267,9.666887533,25.7652427,35.6608409
0.52,7.73,3.1,31.42,15.51,19.57,22.15,90,19514.41,12,89.59," sup 90%",76.23," inf 5%","0","1","1 or +","0","1 or +","0","0","0","1",0.102117251,0.282127554,88.37092217,5.787778925
3.6,3.86,2.57,32.13,13.91,6.68,37.25,89.9,19646.79,131.65,89.8," sup 90%",76.88," inf 5%","0","1","0","3 or +","0","0","0","0","2",1.805082185,1.619272535,11.56943237,77.07184349
1.45,2.18,3.99,30.84,16.22,9.8,35.53,91.09,19313.94,194.66,92.95," sup 90%",71.75," inf 5%","0","0","1 or +","0","0","0","1 to 2","0","1",1.967259337,2.134551578,16.06646083,71.20095661
1.99,4.63,3.31,42.39,15.23,9.94,22.51,85.92,17208.26,124.17,93.65," sup 90%",74.87," inf 5%","1","0","0","0","1 or +","0","0","0","0",1.408189776,0.297973033,28.40291996,64.45102255
7.5,0,2.5,35,7.5,20,27.5,91.67,22242.7,27.71,90.83," sup 90%",70," inf 5%","0","0","0","0","0","0","0","0","0",0.502444186,0.117987684,16.4005102,81.7100481
0.96,3.35,8.62,27.77,15.27,17.23,26.81,87.82,21894.76,256.6,75.78," sup 90%",65.53," inf 5%","0","0","0","0","1 or +","0","0","0","2",3.817241114,0.42296818,8.492487022,78.19716971
0,3.85,2.89,40.3,8.67,16.37,27.92,86.09,18428.72,51.67,84.41," sup 90%",84.82," inf 5%","0","0","0","0","0","0","0","0","0",0.74014817,0.344776155,42.05699432,52.89884652
14.29,0,0,32.14,3.57,14.29,35.71,96.67,21080.18,19.66,81.08," sup 90%",80," inf 5%","0","0","0","0","0","0","0","0","0",0.599271097,0.129459521,38.26384442,58.86387495
2.97,4.95,4.95,33.66,9.9,16.83,26.73,96.51,22173.22,63.37,90.67," sup 90%",76.59," inf 5%","0","0","0","0","0","0","0","0","0",0.872681399,0.964142534,28.52633807,67.93209287
1.24,3.11,4.35,37.27,14.29,13.66,26.09,87.76,20117.54,82.55,90.74," sup 90%",80.06," inf 5%","0","0","0","0","0","0","0","0","0",1.017228524,0.270280698,33.57196089,61.90735454
12.5,5,0,20,15,0,47.5,93.41,15884.54,22.09,84.85," sup 90%",72.62," inf 5%","0","0","0","0","0","0","0","0","0",0.513086685,0.097791223,30.91690549,65.95119572
1.66,3.11,2.49,33.4,14.32,9.13,35.89,83.18,15736.7,226.33,85.88," inf 90%",58.61," sup 5%","2 or +","2 or +","1 or +","1 to 2","0","0","3 or +","2 or +","3 or +",2.004760499,3.188899861,20.31887715,62.71776946
0.36,5.52,7.84,34.04,14.44,17.82,19.98,93.92,25028.26,215.64,96.37," inf 90%",74.47," inf 5%","0","1","1 or +","1 to 2","0","0","3 or +","1","3 or +",1.87244491,0.11436129,41.4151617,39.56811214
0.1,2.91,11.06,26.54,15.74,18.17,25.46,93.08,28605.86,320.5,95.96," inf 90%",72.71," sup 5%","2 or +","2 or +","1 or +","3 or +","1 or +","1 or +","3 or +","2 or +","3 or +",2.30649737,0.147403921,47.27212034,6.148929667
0,6.12,2.04,46.93,12.25,0,32.66,84.95,14372.95,5.59,72.17," sup 90%",61.54," inf 5%","0","1","0","0","1 or +","0","0","0","0",0.093152734,0.017548201,95.23792793,2.736449725
2.75,2.75,3.67,29.34,14.68,16.51,30.3,88.58,21385.63,98.91,88.87," sup 90%",65.56," inf 5%","0","1","0","0","0","0","0","0","1",1.164582286,14.18595098,13.97752047,70.10807013
2.75,0.92,6.42,26.61,11.01,11.93,40.37,94.09,22669.62,28.19,94.89," sup 90%",84.06," inf 5%","0","0","0","0","0","0","0","0","0",0.227996332,0.038736724,90.9592637,0
12.77,8.51,4.26,36.17,17.02,4.26,17.02,88.78,16391.09,26.24,84.82," sup 90%",86.42," inf 5%","0","0","0","0","0","0","0","0","0",0.499391386,0.04541722,30.96976999,66.9847693
0.36,5.81,13.44,23.6,9.44,26.51,20.84,94.74,29061.49,72.01,94.15," sup 90%",78.19," inf 5%","0","0","1 or +","0","1 or +","0","1 to 2","1","1",0.592956672,0.048200367,73.67653358,19.14145536
4.04,4.04,1.01,36.36,13.13,6.06,35.35,92.73,18109.46,49.08,87.14," sup 90%",86.43," inf 5%","1","0","0","0","0","0","0","0","0",0.805382196,0.099733789,21.30129053,75.00521877
0,3.74,4.67,32.71,15.89,19.63,23.36,94.76,25011.07,78.59,92.54," sup 90%",87.75," inf 5%","0","0","0","0","0","0","0","0","0",0.830016797,2.728567733,39.32619347,47.59181906
3.17,4.76,4.76,39.68,14.29,7.94,25.4,84.48,18867.89,86.38,85.71," sup 90%",75," inf 5%","1","0","0","0","1 or +","0","0","0","1",1.323881724,0.063122893,13.13295079,84.74999009
8.62,0,3.45,32.76,13.79,8.62,32.76,93.65,20972.38,62.62,78.3," sup 90%",67.89," inf 5%","0","2 or +","0","0","0","0","0","0","2",1.195332964,0.002299861,4.116571562,94.55101058
3.74,2.99,2.99,36.41,14.21,11.22,28.43,91.34,18783.51,56.37,83," sup 90%",83.06," inf 5%","0","1","0","0","0","0","1 to 2","0","1",0.83575348,4.991130255,15.14372535,75.18587745
2.33,3.49,3.49,32.56,17.44,10.47,30.23,95.9,15885.05,70.36,85.02," sup 90%",71.02," inf 5%","0","1","1 or +","0","0","0","0","0","1",1.178788786,0.343501126,21.95687094,74.17466259
0,1.04,5.21,38.54,10.42,11.46,33.33,88.35,21849.09,135.8,89.18," sup 90%",80.65," inf 5%","0","0","0","0","0","0","0","0","0",1.724625858,0.225186383,18.77550976,71.1634994
3.7,4.81,4.07,30.37,11.11,13.7,32.22,89.29,19073.23,201.23,92.15," sup 90%",63.19," sup 5%","0","2 or +","1 or +","1 to 2","0","0","1 to 2","1","0",2.18102344,2.99653906,17.47618425,71.82639456
5,3.33,1.67,41.67,8.33,8.33,31.67,87.26,18562.07,34.75,82.99," sup 90%",81.97," inf 5%","0","0","0","0","0","0","0","0","0",0.587602875,0.094092342,23.50240306,72.88328484
2.39,1.44,8.13,38.28,12.44,14.83,22.49,87.25,21554.59,115.32,93.82," sup 90%",68.35," inf 5%","0","0","0","0","0","0","0","0","0",1.195310264,1.973746945,17.54261819,75.31687017
1.08,2.98,5.15,43.63,10.03,22.22,14.91,89.39,18324.24,200,84.91," inf 90%",50.24," inf 5%","0","1","0","0","1 or +","0","1 to 2","0","1",1.479108851,0.092952892,23.03172731,69.29554663
17.86,3.57,5.36,30.36,14.29,7.14,21.43,94.21,18669.19,22.09,64.96," sup 90%",80.91," inf 5%","0","0","0","0","0","0","0","0","0",0.638509999,0.152361172,22.28840485,73.62979997
13.98,3.23,6.45,22.58,4.3,9.68,39.78,93.61,35050.45,36.62,86.64," sup 90%",76.06," inf 5%","0","0","0","0","0","0","0","0","0",0.626108388,0.607645887,20.49749334,74.95317916
1.83,4.27,9.15,28.66,12.8,18.29,25,91.32,23434.17,100.26,90.19," sup 90%",80.58," inf 5%","0","0","0","0","1 or +","0","0","0","0",1.026831328,7.915595766,19.92330184,70.87081496
1.5,2.25,4.49,39.33,13.11,11.61,27.72,90.4,28025.89,57.38,89.45," sup 90%",85.77," inf 5%","0","0","1 or +","0","0","0","0","0","1",0.637166827,0.243611016,61.23424054,28.23696775
2.7,4.05,5.41,35.14,10.81,9.46,32.43,86.34,18843.89,72.89,95.59," sup 90%",82.88," inf 5%","0","0","0","0","0","0","0","0","0",0.572576137,0.407994564,55.5738034,37.47182897
2.71,4.64,2.9,39.73,13.74,10.47,25.81,88.47,17258,81.93,87.67," inf 90%",59.9," sup 5%","1","2 or +","1 or +","1 to 2","0","0","3 or +","2 or +","3 or +",0.986576897,0.088418724,49.76768507,39.76449477
1.17,3.97,11.47,35.03,14.66,18.04,15.66,93.28,26530.74,113.75,97," sup 90%",80.1," inf 5%","0","1","1 or +","0","0","0","1 to 2","0","0",0.871303465,0.076751284,74.89677424,10.93589544
3.17,4.76,3.17,25.4,17.46,19.05,26.98,90.96,20808.46,133.2,86.42," sup 90%",74.29," inf 5%","0","0","0","0","0","0","0","0","1",1.890850513,10.55589479,14.30771973,72.71243922
5.59,5.59,1.4,39.16,16.78,5.59,25.87,91.32,19556.06,45.4,75.51," sup 90%",69.54," inf 5%","0","0","1 or +","0","1 or +","0","0","0","0",0.939721646,0.473012374,9.619986627,79.91224236
1.36,4.08,4.76,29.93,12.93,12.24,34.69,89.53,21391.34,305.93,90.94," sup 90%",61.45," sup 5%","2 or +","1","1 or +","0","1 or +","0","1 to 2","1","0",3.797418716,0.007467857,5.629000482,77.71648953
0.16,4.09,1.89,35.86,14,8.65,35.36,80.96,15517,333.86,87.74," inf 90%",45.97," sup 5%","0","2 or +","1 or +","1 to 2","1 or +","0","3 or +","1","3 or +",3.118018409,2.116657438,35.87749576,43.07789704
2.17,4.35,0,36.96,19.57,8.7,28.26,95.19,23928.8,44.17,95.32," sup 90%",86.59," inf 5%","0","0","0","0","0","0","0","0","0",0.619515432,0.059747432,13.06870383,85.76026172
6.82,3.25,4.55,33.77,11.69,12.01,27.92,92.23,22564.85,82.5,89.79," sup 90%",63.45," sup 5%","1","1","1 or +","1 to 2","1 or +","0","1 to 2","1","1",0.864979922,4.667965957,6.432845535,85.53388368
10.42,2.08,6.25,31.25,10.42,6.25,33.33,92.93,15828.16,31.93,81.27," sup 90%",81.82," inf 5%","0","0","0","0","1 or +","0","0","0","0",0.772605008,0.505628155,21.15625741,75.77674527
13.64,4.55,11.36,25,11.36,6.82,27.27,95.61,19168.33,22.91,85.11," sup 90%",75," inf 5%","0","0","0","0","0","0","0","0","0",0.5709762,0.023991114,17.98892346,78.48405861
0.81,5.83,9.97,31.34,12.84,12.84,26.38,93.28,29047.83,285.9,94.03," sup 90%",74.3," inf 5%","2 or +","2 or +","1 or +","3 or +","0","0","3 or +","2 or +","3 or +",2.28651458,0.219660696,29.33250984,54.41254387
1.13,2.82,3.94,41.41,10.14,6.76,33.8,88.52,17847.3,16.27,83.92," sup 90%",60.05," sup 5%","1","2 or +","1 or +","1 to 2","0","0","1 to 2","1","2",0.187336743,0.024689457,82.56567131,13.41646869
4.7,5.8,5.25,35.64,14.63,7.18,26.79,90.67,20510.52,128.64,87.65," sup 90%",77.86," inf 5%","2 or +","2 or +","1 or +","1 to 2","0","0","3 or +","1","3 or +",1.513505709,5.626604355,13.07403744,76.35670699
3.28,0,0,39.4,19.7,6.57,31.05,89.13,16060.49,104.92,86.06," sup 90%",87.1," inf 5%","0","0","0","0","1 or +","0","0","0","0",1.59877152,0.005391228,26.83742054,63.7393333
0.99,1.98,4.46,43.06,12.38,15.85,21.29,91.1,24785.84,77.45,94.04," sup 90%",67.96," inf 5%","0","1","1 or +","0","1 or +","0","0","0","0",0.750208285,22.43559171,12.12651206,55.15688526
6.76,0,8.11,32.43,9.46,16.22,27.03,88.4,20710.01,46.52,85.56," sup 90%",83.84," inf 5%","0","0","0","0","1 or +","0","0","0","0",1.037782971,0.595880359,17.81996693,78.15756576
10.29,4.41,4.41,19.12,13.24,14.71,33.82,92,19803.61,58.35,83.8," sup 90%",79.37," inf 5%","0","0","0","0","0","0","0","0","0",1.150632261,0.078210431,26.46084381,71.47675496
0.31,3.1,2.17,26.05,12.09,7.44,48.83,86.09,17666.49,54.25,64.38," sup 90%",72.52," inf 5%","1","2 or +","1 or +","0","1 or +","0","3 or +","1","3 or +",0.725951355,4.170486421,27.95516691,57.88935002
8.75,7.5,2.5,27.5,11.25,5,37.5,91.15,15549.85,24.13,85.19," sup 90%",81.37," inf 5%","0","0","0","0","1 or +","0","0","0","1",0.6037287,0.303891993,24.89083248,71.66700529
0,2.96,1.82,46.92,15.26,11.62,21.41,83.75,15363.65,190.57,90.79," inf 90%",56.44," sup 5%","0","1","1 or +","0","0","0","1 to 2","1","1",1.563193438,0.140846956,61.16101354,24.89969846
5.62,5.62,1.12,38.2,14.61,6.74,28.09,89.95,17776.51,34.92,77.45," sup 90%",81.32," inf 5%","1","0","0","0","0","0","0","0","0",0.909861732,1.906739296,12.09187061,82.23402758
1.46,0.73,5.11,40.88,13.87,16.79,21.17,93.07,24285.23,17.59,94.18," sup 90%",78.87," inf 5%","0","0","0","0","1 or +","0","0","0","3 or +",0.202109071,0.130708523,83.10037717,5.93181641
1.17,2.33,6.61,36.19,15.18,17.9,20.62,92.35,21781.59,104.14,91.55," sup 90%",77.44," inf 5%","0","1","1 or +","1 to 2","1 or +","0","3 or +","1","1",1.262703316,0.346085972,32.56710799,63.76058557
0.71,4,8,23.76,14.12,17.41,32,93.38,25844.44,146.49,94.95," sup 90%",82.49," inf 5%","0","0","1 or +","1 to 2","0","0","3 or +","1","1",1.205918895,0.222277091,42.83872779,47.19228385
0.57,4.32,8.07,32.52,13.77,15.08,25.67,91.71,23701.13,43.8,89.04," inf 90%",73.46," sup 5%","2 or +","2 or +","1 or +","1 to 2","0","0","3 or +","2 or +","3 or +",0.373992769,0.052446782,86.98523919,4.436336153
6.94,1.39,6.94,34.72,16.67,5.56,27.78,91.26,16172.18,35.71,83.71," sup 90%",79.19," inf 5%","0","0","0","0","0","0","0","0","0",0.593281948,0.452393672,42.44530399,52.55503726
6.25,2.08,3.12,25,20.83,16.67,26.04,91.51,19632.17,106.41,90.49," sup 90%",80.45," inf 5%","0","0","0","0","0","0","0","0","0",1.567905007,0.052721445,22.11771173,74.19188259
0.24,6.21,13.6,27.68,13.84,18.14,20.29,92.05,29339.16,23.37,94.25," sup 90%",76.89," inf 5%","0","2 or +","1 or +","1 to 2","0","0","3 or +","1","1",0.198095533,0.057886263,76.18302081,18.13484963
2.53,2.53,0,40.51,22.78,8.86,22.78,83.15,16158.12,26.32,80.54," sup 90%",79.19," inf 5%","1","0","0","0","1 or +","0","0","0","2",0.58753854,0.099242717,67.21962533,20.95466166
1.02,0,5.1,43.88,10.2,12.24,27.55,91.7,20350.5,9.28,91.07," sup 90%",77.2," inf 5%","0","0","0","0","0","0","0","0","0",0.080796937,0.004614212,95.78513912,0.516350028
2.1,5.59,5.59,31.47,13.29,12.59,29.37,93.37,21017.72,63.69,88.05," inf 90%",60.36," inf 5%","0","1","1 or +","0","0","0","1 to 2","1","2",0.856796091,0.156330533,35.09451544,59.25118041
2.18,3.27,4,40.73,11.61,18.19,20.01,92.31,21162.53,75.32,90.37," sup 90%",70.98," inf 5%","1","2 or +","1 or +","1 to 2","0","0","1 to 2","1","1",0.678613688,0.181316711,36.57064908,57.49524213
4.81,3.21,3.48,28.34,10.7,6.68,42.78,90.09,16377.6,57.48,83.98," inf 90%",54.59," sup 5%","1","1","1 or +","3 or +","0","0","1 to 2","1","2",1.01425519,0.08006588,21.30810969,73.76585381
10,5,3.33,45,13.33,13.33,10,92.26,32252.24,30.67,89.07," sup 90%",67.44," inf 5%","0","0","0","0","0","0","0","0","0",0.42050538,0.099903898,70.87084252,23.91434233
4.27,2.56,2.56,41.88,14.53,15.38,18.8,92.09,19712.83,33.78,92.77," sup 90%",76.19," inf 5%","0","0","1 or +","0","1 or +","0","0","0","1",0.57864633,0.09618579,45.20754514,48.18648591
0,3.54,2.65,31.85,11.5,10.62,39.83,92.59,22176.84,114.77,93.98," sup 90%",82.63," inf 5%","0","0","0","0","1 or +","0","0","0","0",1.29071444,2.99997828,23.78240562,66.20348455
2.86,2.86,5.71,57.14,11.43,8.57,11.43,89.91,19727.69,55.31,83.68," sup 90%",70.83," inf 5%","0","0","0","0","0","0","1 to 2","0","0",0.64925068,0,42.82313061,53.32404468
2.86,5.71,2.86,34.29,12.86,14.29,27.14,90.36,17749.4,37.56,88.77," sup 90%",77.14," inf 5%","0","0","0","0","0","0","0","0","1",0.609376178,0.064023389,53.97280182,39.53155759
6.76,2.7,2.7,31.08,16.22,9.46,31.08,84.87,16972.06,18.17,80.09," sup 90%",79.86," inf 5%","0","2 or +","0","0","0","0","0","0","0",0.370143901,0.604985525,45.8819586,46.40515054
3.85,3.85,7.69,26.92,19.23,11.54,26.92,88.89,18851.16,15.33,75.05," sup 90%",70.59," inf 5%","0","0","0","0","0","0","0","0","0",0.226682444,0.032303083,79.46244656,16.42235581
0.85,6.4,4.06,22.59,13.07,5.95,47.09,85.48,20421.87,93.84,26.65," inf 90%",63.73," sup 5%","2 or +","2 or +","1 or +","3 or +","1 or +","0","3 or +","2 or +","3 or +",1.924968852,1.954022286,40.60482729,41.6148488
7.69,4.4,5.49,32.97,9.89,13.19,26.37,92.17,20394.22,39.16,89.5," sup 90%",78.16," inf 5%","0","0","0","0","1 or +","0","0","0","0",0.717973616,0.041892497,27.36812755,67.55583857
11.43,2.86,2.86,48.57,8.57,0,25.71,89.89,19165.45,27.23,85.75," sup 90%",60.76," inf 5%","0","1","0","0","0","0","0","0","1",0.723011356,0.097421828,11.31875879,86.54096462
0.32,2.27,3.88,43.69,10.68,13.59,25.57,89.39,22051.43,114.32,91.62," sup 90%",78.36," inf 5%","2 or +","1","0","0","0","0","0","0","0",0.93503032,6.751658281,27.8168737,57.27848649
0.95,7.14,10.48,19.52,17.62,16.67,27.62,92.24,26384.81,131.75,91.72," sup 90%",86.34," inf 5%","0","0","0","0","0","0","1 to 2","0","0",1.329062229,3.355299672,32.02280448,59.86046928
0.17,2.68,13.39,25.54,14.78,18.07,25.38,92.88,30028.07,588.39,96.87," sup 90%",81.61," sup 5%","2 or +","2 or +","1 or +","3 or +","0","0","3 or +","2 or +","3 or +",3.945019615,0.297101423,47.76096653,18.39786936
6.9,6.9,5.17,17.24,13.79,12.07,37.93,90.65,17118.87,31.4,82.14," sup 90%",80.87," inf 5%","0","1","0","0","0","0","0","0","0",0.700563535,0.458035918,15.72170646,80.33527389
